datetime,value
2006-12-17,2.505248366013072
2006-12-24,1.7341861480452472
2006-12-31,1.9583764635840444
2007-01-07,1.4842329365079365
2007-01-14,1.60495426133545
2007-01-21,1.639450992063492
2007-01-28,1.517469987101895
2007-02-04,1.7036083333333332
2007-02-11,1.494935119047619
2007-02-18,1.5263269841269842
2007-02-25,1.320602897400278
2007-03-04,0.5506392857142858
2007-03-11,1.497235119047619
2007-03-18,1.2916845238095238
2007-03-25,1.5328284552038893
2007-04-01,1.4031132936507935
2007-04-08,1.2166095238095238
2007-04-15,0.499496626984127
2007-04-22,0.8862081349206349
2007-04-29,0.795369616396621
2007-05-06,0.9593845486111111
2007-05-13,0.9783763888888889
2007-05-20,1.0244279761904762
2007-05-27,1.007193849206349
2007-06-03,0.980705427125707
2007-06-10,0.9558631610397371
2007-06-17,0.8783960317460318
2007-06-24,0.5120641000198453
2007-07-01,0.8393243377319177
2007-07-08,0.754410119047619
2007-07-15,0.6914564824120604
2007-07-22,0.6503341601349341
2007-07-29,0.6308386904761905
2007-08-05,0.6317083209066507
2007-08-12,0.8067486111111111
2007-08-19,0.6968952380952381
2007-08-26,0.8359478122829646
2007-09-02,0.8733095238095238
2007-09-09,0.9174267857142857
2007-09-16,0.8351289682539683
2007-09-23,0.8944289682539681
2007-09-30,1.173550902956936
2007-10-07,1.1880103174603174
2007-10-14,1.149305753968254
2007-10-21,1.191871626984127
2007-10-28,1.0976892240523914
2007-11-04,0.6505654761904762
2007-11-11,1.3490811507936507
2007-11-18,1.489507142857143
2007-11-25,1.3216582994344677
2007-12-02,1.6021188609981147
2007-12-09,1.4610867063492063
2007-12-16,1.4854730158730158
2007-12-23,1.5446927274531204
2007-12-30,1.8885136904761906
2008-01-06,1.4316248015873017
2008-01-13,1.4764125409266793
2008-01-20,1.4213928571428571
2008-01-27,1.5047575396825397
2008-02-03,1.5015420180573469
2008-02-10,1.341864880952381
2008-02-17,1.3363549603174603
2008-02-24,1.2262851756300854
2008-03-02,0.5679525793650794
2008-03-09,1.2819474206349206
2008-03-16,1.2754914682539682
2008-03-23,1.253189880952381
2008-03-30,1.3391987300327413
2008-04-06,1.1533777777777778
2008-04-13,1.3694063492063493
2008-04-20,1.1956777777777778
2008-04-27,0.8305626984126985
2008-05-04,0.8499748015873015
2008-05-11,1.1624200396825397
2008-05-18,1.0773536415955547
2008-05-25,0.9946599206349207
2008-06-01,1.0055007936507936
2008-06-08,0.9943787698412698
2008-06-15,1.0242710586367696
2008-06-22,1.0820031746031746
2008-06-29,0.8965617063492064
2008-07-06,0.8413859126984127
2008-07-13,0.8054197261361382
2008-07-20,0.8171728174603176
2008-07-27,0.6707751984126984
2008-08-03,0.6383970238095239
2008-08-10,0.3598759797598968
2008-08-17,0.20208392857142857
2008-08-24,0.18399821428571428
2008-08-31,0.30487627740847306
2008-09-07,0.9286269841269841
2008-09-14,0.932438492063492
2008-09-21,1.0218835317460317
2008-09-28,1.0645755952380953
2008-10-05,1.1267337301587301
2008-10-12,1.199431746031746
2008-10-19,1.2787319444444445
2008-10-26,1.1345669024608946
2008-11-02,0.7529069444444444
2008-11-09,1.2960460317460318
2008-11-16,1.4884414217633042
2008-11-23,1.348931640043655
2008-11-30,1.6384960317460318
2008-12-07,1.3842240079365078
2008-12-14,1.3045504495504494
2008-12-21,1.40852167873797
2008-12-28,1.1816656746031746
2009-01-04,1.1212694444444444
2009-01-11,1.2772859126984126
2009-01-18,1.6222637166385554
2009-01-25,1.3263545634920635
2009-02-01,1.4513328022306313
2009-02-08,1.4825892857142857
2009-02-15,1.375983131573725
2009-02-22,0.9049132856006366
2009-03-01,1.2869123921023913
2009-03-08,1.2348652777777778
2009-03-15,1.3245575396825398
2009-03-22,1.090579620994146
2009-03-29,1.2102670634920636
2009-04-05,1.1425214285714285
2009-04-12,1.2662073412698414
2009-04-19,1.0639305417741616
2009-04-26,1.0929289682539682
2009-05-03,1.0985164682539683
2009-05-10,1.076194662168866
2009-05-17,1.0882819444444445
2009-05-24,0.9526539682539683
2009-05-31,0.920377096358043
2009-06-07,0.8769184523809523
2009-06-14,0.9033502074688796
2009-06-21,0.7775089870129871
2009-06-28,0.8417972222222223
2009-07-05,0.8112055555555556
2009-07-12,0.6788023025009925
2009-07-19,0.5583001984126984
2009-07-26,0.48484345238095233
2009-08-02,0.541494246031746
2009-08-09,0.40917817460317457
2009-08-16,0.7543845902709762
2009-08-23,0.7242224206349207
2009-08-30,0.8191938492063492
2009-09-06,0.8419587301587301
2009-09-13,0.9713479511856336
2009-09-20,1.1451708333333332
2009-09-27,0.9776799603174603
2009-10-04,0.9918987894423497
2009-10-11,1.1316471872209544
2009-10-18,1.1723222222222223
2009-10-25,1.3134450396825397
2009-11-01,1.0606861111111112
2009-11-08,1.2488896825396825
2009-11-15,1.2476606806230777
2009-11-22,1.4132571428571428
2009-11-29,1.1973880952380953
2009-12-06,1.3658996031746031
2009-12-13,1.324252827942052
2009-12-20,1.184547619047619
2009-12-27,1.4673412698412698
2010-01-03,1.3316410358170454
2010-01-10,1.3901892857142857
